-0.5625,;@ivortossell When they're coming out of their stupor they will attack each other viciously,,
0,;...victory attained by violence is tantamount to a defeat for it is momentary. but it is betterÉ?? https://t.co/KDVPW37xCA,,
0,";That moment your hair is on fleek,",,
-0.7,;but you're still about to murder the gym floor as bad as youÉ?? https://t.co/mM0XeJ3eBX,,
0,";That moment your hair is on fleek,",,
-0.7,;but you're still about to murder the gym floor as bad as youÉ?? https://t.co/aYSQYngUsJ,,
-0.107142857,;So sick. Isn't this Nietzsche -- civilization is disguising cruelty? É??@carimachet: @samhusseini its ok to murder everything just dont yellÉ?ù,,
0.15,";There are people who will attack you, make fun of you and see only what you LACK in life but oneÉ?? https://t.co/V7BqzwfMW6",,
0.8,;Happy Sunday Lovables.....,,
0.5,";Hatred, Violence, Jealousy is never the answer....Try Love É?≠",,
0,;repostÉ?? https://t.co/DfSa2pypDh,,
0,";@WestWingReport instead of firing shots @realDonaldTrump why is it Christie, Mi Gov Snyder, Cuomo etals not in jail for corruption?",,
0,;$1 ARMED robbery. Let's not leave that part out. https://t.co/nYZStJCEls,,
0,;@MiamiFilmFest ,,
0,;Cromwell Never Lost Battle,,
0,;Attack On All Three Sides,,
0,;GOP Campaign 2016 ,,
0,;#Expose The Truth ,,
0,;Donald Democrat William,,
0,;#Strategy,,
0,;@MonicaCrowley @SMLBound @JebBush no -he said trump supporters want amnesty,amp;a wall .it wasan attack on us ,amp;Trump-ms foxnews
0.25,;happy 21st to my ultimate partner in crime since I was ten months old. I honestly have no ideaÉ?? https://t.co/DFqAfYFo7a,,
-0.0625,";Other on 00 BLOCK OF 2ND AVE, Newark, NJ (via https://t.co/mVvQYf4cXY): Perp Search/Chase. Foot pursuit of a Bla... https://t.co/CfTaibtKtr",,
0.25,;Birthday shenanigans with my partners in crime. Thanks for coming loves! @lorieacioÉ?? https://t.co/C416Ply45l,,
0,;#regret does not equal #rape ladies???????????? @ Regret https://t.co/vu2Tvv2cL7,,
0,;Sheer Terror brickwall_mike @ Saint Vitus Bar https://t.co/rwm69IYERw,,
0,";Assault on 100 BLOCK OF WARNER ST, Rochester, NY (via https://t.co/zv8fItzCH3): Shooting/Stabbing. PD O/S with p... https://t.co/gHRTMbQNzi",,
-0.125,";Other on BLVD OF THE ALLIES AND PARKVIEW AVE, Pittsburgh, PA (via https://t.co/XTwSfirEp9): Perp Search/Chase. P... https://t.co/tbfPN6Qxcy",,
-0.05,";Arrest on BATTLEGROUND AVE, Greensboro, 27408, NC (via https://t.co/8tyBzMmy5n): DRIVING WHILE IMPAIRED https://t.co/rxgHcHQSmk",,
-0.05,";Arrest on W GATE CITY BLVD, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): LIQUOR-POSS BY MINOR https://t.co/XY1awSbVHg",,
-0.05,";Arrest on 1400 BLOCK OF GROVE ST, Greensboro, 27403, NC (via https://t.co/8tyBzME9tX): POSSESS CONTROL SUBSTANCE SCH https://t.co/YrCwA0BhtH",,
-0.05,";Arrest on ROSS AVE, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): LARCENY OF MOTOR VEHICLE https://t.co/rhs9C5e21D",,
-0.05,";Arrest on ROSS AVE, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): DWLR LICENSE NOT RECLAIMED https://t.co/2QxEpcrzxV",,
0.4,;21 shots or it didn't happen. Happy 21st birthday to my partner in crime! You know everythingÉ?? https://t.co/db1ZL3jGiX,,
-0.125,";Other on BLVD OF THE ALLIES AND PARKVIEW AVE, Pittsburgh, PA (via https://t.co/ClB2sZWs13): Perp Search/Chase. P... https://t.co/V5SRlxHRgn",,
0,;@kplowellsun the aforementioned crime scene? https://t.co/nXHVfgcoCK,,
0,;Why deaths of Latinos,,
0,;at the hands of police,,
0.2,;haven't drawn as much,,
0,;attention - LA Times,,
0,;,,
0,;https://t.co/A8ucTmaTmr,,
0,;,,
0,;#BlackLivesMatter,,
0,;,,
0,;#latism,,
0,";Assault on 4600 BLOCK OF CHESAPEAKE CT, Columbus, OH (via https://t.co/1ixNsLusEn): Shooting/Stabbing. CPD, Medi... https://t.co/lt3O6NQIOt",,
0,;@TamarBraxtonHer after having a heart attack and having to go back to the table 3 times and suffering a stroke I am back in rehab again,,
-0.075,";Shooting on WALES ST, Boston, MA (via https://t.co/9yuawQfUGn): Shooting/Stabbing. Bems O/s Victim Gsw To The Ch... https://t.co/FV34TahigW",,
-0.125,";Other on GLENWOOD/T ALEXANDER AVE, Raleigh, NC (via https://t.co/ClB2sZWs13): Miscellaneous/All Other Non-Offenses https://t.co/ljYqOOqMTl",,
-0.075,";Shooting on WALES ST, Boston, MA (via https://t.co/ClB2sZWs13): Shooting/Stabbing. Bems O/s Victim Gsw To The Ch... https://t.co/CtxO7SRtOh",,
0.15,;Needless to say a great deal of shenanigans took place this evening at the Mansion. MurderÉ?? https://t.co/MKpzuPEBNp,,
0,;Takin' on my last snÉù?ã?èw ball with my partner in crime @ Ridley HighÉ?? https://t.co/tQ0eC3thoT,,
0,;Partner in crime ???? @ HAUS https://t.co/cMKbJQTWU4,,
0.136363636,;Continuing the theme of murder... #yuleball2016 @ SUNY New Paltz https://t.co/0dWLttsGRk,,
-0.4,;#ADANI #BJP Adani behind the attack of Soni Sori. #HumanRights,,
0,;Partner in Crime ??????èØ @ University of Scranton https://t.co/L60LSU4quW,,
0,;Medical ID Theft Can Be Life-Threatening https://t.co/nB0A25ri7o,,
0,;Medical ID Theft Can Be Life-Threatening https://t.co/pO2vrhQgqC,,
-0.083333333,";I'm at Saint Vitus Bar for Sheer Terror, Indecision, Black Anvil and En-rage in Brooklyn, NY w/ @jaymorrisdesign https://t.co/AXvR6zCnHY",,
0.8,;Happy #saturday #drinks with my partner in crime @toonca #birthday #birthdaydrinks @ RedsÉ?? https://t.co/NDipKJXoQL,,
0.2,;Hahahaha É??@PFTCommenter: I hope Trump continues2 attack Jeb in the debatesÉ?ù,,
0,;Drinking a Scottish Crime by Home Brewed @ Brewer's Cup Home Brew Fest É?? https://t.co/uMQAUjztRp,,
0,;Drinking a Scottish Crime by Home Brewed at @brewerie É?? https://t.co/KgW7mlLQpg,,
0,;@Tat2dgySFO I take 2 in morning and 2 at night and haven't had an attack in over 10 years,,
0,;Retail Theft  https://t.co/UJgg6Ix8Ch,,
0,;Retail Theft  https://t.co/CA6H5ZUPJz,,
-0.3,";If I were forced to work with my rapist, I'd end up being the one arrested. For murder. #FreeKesha",,
-0.229166667,;Tonights scary social is grabbers! Bring alcohol these monsters wont attack u if ur plastered  #ScarySocial https://t.co/Um24wzKVUG,,
0.733333333,";Take a bite out of crime. #adt @ Mount Pleasant Neighborhood, DC https://t.co/vkH8YRl7r6",,
-0.9375,;@JantaKaReporter @ArvindKejriwal terrible ! You can attack with words! Indians must stop this bad tactic on women ! https://t.co/SBd9wyM5CN,,
0.125,;Partner in crime! Ready to see my boy @dannywood! @ The Red Room @ Cafe 939 https://t.co/Po6qMVwJNb,,
-0.5,;Terror team! I'm sorry I won't be at the reunion tonight. I'm taking care of my lady inÉ?? https://t.co/EKoE50wo3X,,
0,;Pigeon on pigeon crime #jerseycity @ Liberty Landing Marina https://t.co/VXI9IWHALd,,
0,";My peoples are you with me, where you at? In the front, in the back killa-bees on attackÉ?? https://t.co/EPeSDvNZuB",,
0,;It would've been a crime not to be outside today. @ Three Creeks Metro Park https://t.co/7HB042zUHl,,
0,";Before the matinee show, steaming clothes with my partner in crime @mcasinillo .. How theÉ?? https://t.co/gYTKQOrjb3",,
0,";Before the matinee show, steaming clothes with my partner in crime @mcasinillo .. How theÉ?? https://t.co/gYTKQOrjb3",,
0.136363636,;My partner in crime tonight @_tim_miner can crank out our new @110atlantic cocktail the DoloresÉ?? https://t.co/Wa7FZ55IPd,,
0,;Guess who chased ducks onto the ice and gave me a heart attack? @ Charles River Esplanade https://t.co/wWNWDdsTMv,,
1,;Swiss snack attack. I blame stable_dc's delicious pop-up at @eatsplacedc. #alpine #swissÉ?? https://t.co/V3ORGaAx9j,,
0.333333333,;Happy 20th birthday to my partner in crime! Thanks for keeping meÉ?? https://t.co/Kb9dEvJjaw,,
0.5,;Lovely. - Drinking a Crime of Passion by @Prisoncitybeer at @prisoncitybeer  É?? https://t.co/R3p2wCegzW,,
0.2,";It's an AAAAAAMAZING day in #Pittsburgh. An absolute crime not to be out, soooo....",,
0,;,,
0,;Nanni andÉ?? https://t.co/ZYKsMDmZND,,
0.40625,;Best day at the Met with my little partner in crime #jaquelinederibesexhibit #jaquelinederibesÉ?? https://t.co/AqNSvPzde4,,
0.298023224,;We we attack we WIN...bring back the Hoyas of the 80's early 90's!!!!!!!!,,
0.35,;No-doubt sweet. Malt attack but overcome by the maple.... (Trail Blaze Maple Brown Ale) https://t.co/5dMeEUQZcF #photo,,
0,;Flying saucers attack at the #KennedyCenter with nakedvelo #washingtondc #nakedwrenchDC @ TheÉ?? https://t.co/hpmhxyY4GD,,
0,;Moving display of unsolved #eotr homicides kicks off @Ward8Dems meeting on DC crime legislation w: Ward5 CM @kenyanmcduffie,,
0,;Just what the doctor ordered... - Drinking  The Corruption by @dcbrau at @reagan_airport  É?? https://t.co/bu6CzywGDM #photo,,
0,;@3wendyw domestic violence affect men as well as women.verball is 1 sigh. Dummy ass.,,
-0.05,";Thanks for being my partner in crime, my A1, my person and lately my distraction. Ilysm ????Éù?ã?è @ FBGM https://t.co/hBhETHNR30",,
0,;Yorkie attack!! #magfest @ MAGfest https://t.co/yvYjDG88Fh,,
0.018181818,;HB1564 [NEW] Creation of a State Debt - Baltimore City - A Penn-North Initiative Youth Violence Prevention Center https://t.co/wSiP4W1Dbi,,
0.683333333,;It should be a crime to have to work on this beautiful day. Good thing I love what I do and IÉ?? https://t.co/gRVa73kWuQ,,
0.9765625,;Attack the day! Get better! Group workouts tomorrow!! Beginners 4pm advance 5pm. Let'sÉ?? https://t.co/rD6yow6uOg,,
0,;@superchieftv in #Brooklyn @hasebarrios and his solo exhibition WE ARE VIOLENCEÉ?? https://t.co/ZIIQi1MJ7U,,
0.2,;The Tabata assault bike grind is for real. My Saturday morning #crossfit class is feeling Dr.É?? https://t.co/snS42e373t,,
0,";The truth is inconvertible. Malice may attack it, ignorance may deride, nut in the end  there it is. - Winston Churchill",,
0,;Are You at Risk of a Heart Attack? Why Women Often DonÉ??t Know https://t.co/0ToAZiBLZA,,
0,;Missile Assault MaN!!!!,,
0.5,";Want to work in #WashingtonDC, DC? View our latest opening: https://t.co/NeMhE3zoiJ #SocialSciences #Veterans #Job #Jobs #Hiring #CareerArc",,
0,;Uncle Murder at Vine in Hartford Ct. March 5th @ Vine Bar ,amp; Lounge https://t.co/MeHYXPl99Z,
0.5,;WATCH: McGill students draft sexual assault policy,,
0,;,,
0,;https://t.co/pvXqtP0vDg,,
0.033333333,";@tracestyle Puerto Rican only attack when feel that they've advantage on me,when they're many vs one,or when can attack from behind",,
0,";The danger of violence / confrontations / run in with authority is always there, and it keeps me cordoned off away from lots of things.",,
0.568181818,";My best friend, partner in crime and my wife sporting her new #sullen shirt. She make this shirtÉ?? https://t.co/kFhw29Fgih",,
-0.3,";If your confused on racism watch ""hate crime I. The heart land"" on Netflix it's powerful",,
0,;HONORABLE MENTIONS ,,
0.35,;My Chemical Romance - Three Cheers For Sweet Revenge,,
0,;Cloud Nothings - AttackÉ?? https://t.co/krTD7NrNOv,,
0,;Murder the Warriors  https://t.co/gYb0gTvQqW,,
0,;Even though I wasn't the one that killed Lawson I still solved the murder and won chicken!É?? https://t.co/KJbMC43OAu,,
-0.05,";Arrest on 100 BLOCK OF S ELM ST, Greensboro, 27401, NC (via https://t.co/8tyBzMmy5n): INTOXICATED AND DISRUPTIVE https://t.co/0GvaC4KftV",,
-0.05,";Arrest on 3600 BLOCK OF LAKEFIELD DR, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): ASSAULT INFLICTING SE... https://t.co/T0sI3ySoOG",,
0,";Shooting on E 54TH ST AND LINDEN BLVD, Brooklyn, NY (via https://t.co/AFucUBSMwv): Shooting/Stabbing. PD units o... https://t.co/uZ8ink5lg0",,
-0.125,";Other on 4100 BLOCK OF MASSEY PRESERVE TRL, Raleigh, NC (via https://t.co/ClB2sZWs13): Sex Offense/All Other https://t.co/SiVEs6UT5L",,
-0.0625,";Other on 400 BLOCK OF E LANVALE ST, Baltimore, MD (via https://t.co/vDNm2jUIqh): SILENT ALARM. Call Number: P160... https://t.co/4CECj2229L",,
-0.125,";Other on 2300 BLOCK OF ASHTON ST, Baltimore, MD (via https://t.co/vDNm2jUIqh): DISORDERLY. Call Number: P1605003... https://t.co/0lm1XZ0vqQ",,
-0.0625,";Other on 3300 BLOCK OF GREENMOUNT AV, Baltimore, MD (via https://t.co/vDNm2jUIqh): SILENT ALARM. Call Number: P1... https://t.co/IeHRbDvu3U",,
-0.2125,";Other on 800 BLOCK OF GLADE CT, Baltimore, MD (via https://t.co/vDNm2jUIqh): SUPV COMPLAINT. Call Number: P16050... https://t.co/vPt94eYFlC",,
0,";@SadeABC @billritter7 @AmyFreeze7  Is there amy correlation between you leaving Chicago and the spike in its crime thereafter, Sista Amy?!",,
-0.3,;Late night in the hood with the S.O.S Bed-Stuy team. We all believe in stopping the violence.É?? https://t.co/EJTj2sysrl,,
0,;Killin' it in the 1940s! ,,
0,;#ChiOmegaDie @ Mysteriously Yours Murder Mystery https://t.co/EDLXcY7B9w,,
0,;My styling partner in crime @theallidilla #stylist #nycblogger #nycfashion #nycstylistÉ?? https://t.co/QNd6iP4TdJ,,
0,;Police in Schuylkill County are looking into the possible abduction of a woman. https://t.co/6NXs4FML2s,,
0.136363636,;SB00223 [NEW] An Act Concerning Employee Wages And Disciplinary Suspensions For Harassment Or Workplace Violence. https://t.co/gEUTPgdrnr,,
0.558333333,;@mkearley2008 @S_T_O_P_TERROR lol. He is from #Egypt originally. They love strongmen.,,
-0.6,;Drinking  The Corruption by @dcbrau @ Cold Stone Creamery É?? https://t.co/fu0K3qMhzq,,
0.068181818,";A2814 [NEW] Establishes the ""Domestic Violence Tuition Waiver Program."" https://t.co/3bJDxI5pQF",,
0,;@limeflavroo @DoppelDragon @AjDingoDog SC is the one state where a man can still legaly rape his wife.,,
0,;,,
0,;I wish that was a joke but it's not.,,
0,;Big shout out to mentor and partner in crime Rachid on reaching topÉ?? https://t.co/Jilf8lrACE,,
0,;i have 0 faith in our justice system for rape survivors. our system repeatedly protects predators ,amp; further traumatizes victims.,
0,;WHEN WE LINK ! @ Dallas BBQ 23th st and 8ave. https://t.co/9Rw81ZU1uL,,
0.105357143,";You're right, piracy isn't a victimless crime. When you ban it, I'm a victim of having to pay $20 for a movie you already made millions on",,
0,;THE LAW ???? @ Dallas BBQ 23th st and 8ave. https://t.co/HMnZEVk53d,,
0,;Scenes from yesterday's shameful crime scene #iatethat #mickeydees #stressed @ Time Square in Nyc https://t.co/U7kCXfRsz7,,
0.283549784,;A3081 [NEW] Allows defendant to apply for expungement of more than one crime under certain circumstances. https://t.co/SnXQnpZICw,,
0.045454545,";A3090 [NEW] Expands types of abusive acts that constitute domestic violence under ""Prevention of Domestic Violenc... https://t.co/Sh2BInHwvz",,
0.068181818,";A3094 [NEW] Amends the ""Public Corruption Profiteering Penalty Act."" https://t.co/JYaU0Iykgv",,
0.068181818,;A3089 [NEW] Provides for a mandatory term of imprisonment for assault involving domestic violence. https://t.co/WjLrNw6Zht,,
0,;#RideAlong2 ,,
0,;#AppleChime,,
0,;@KevinHart4real,,
0.136363636,;A recap of my New York trip with my partner in crime @em_luciano is now onÉ?? https://t.co/Cj6bKYZj36,,
0.75,;So glad to have my best friend and partner in crime here with me this weekend! #sisterweekendÉ?? https://t.co/HO313o4gGV,,
-0.75,;Yesterday's awkward bunch! ???? thetwohouse whatsthehollyo beegeduchenne @ Crime ,amp; PunishmentÉ?? https://t.co/MdxOaFRctu,
0,;iÉ??ma murder these wings though.,,
-0.116666667,";@_RoughHouse @Sicksteen_216 This the second time, after first, me seeing a murder selfie today. Our generation is crazy.",,
0,;@jverheul @boudreau_paul @JDBilodeau didnÉ??t know if it was that or identify theft fears,,
0,;US hospital pays $24k ransom after cyber attack locks medical records https://t.co/RMZ2aJN5JD,,
0,;@mcuban if it was about this isolated attack Apple would open the phone themselves. Not create an iOS that unlocks any phone and give that,,
0.066666667,";@mcuban because you know they really only doing this for the ability to hack any iPhone, really has nothing to do with the recent attack.",,
0,;Yo Money ,amp; Violence Was Fucking Deep !,
1,;Best fashion week partner in crime I could ever ask for Éù?ã?è @felixcarrizo #spanishmafiadoesfw |É?? https://t.co/EhLZ8fX4eg,,
0.234090909,";Are you loving the new TV series ""The People V. O.J. Simpson: American Crime Story"" as much asÉ?? https://t.co/dLdmkopbMu",,
0,";Work flow at murder mall (@ Bank of America in Baltimore, MD) https://t.co/L6PcrjtLOl",,
0,;@iciquebec @TraficQuebec la libert?? au Qu??bec s't'un crime... la machine aime pas ??a...,,
0,;When you and your partner in crime are featured in your college'sÉ?? https://t.co/fFuS4qoeWF,,
0.566666667,;@wolfblitzer you said ISIS is expanding in lybia when you could have easily stressed that airstrikes found good target over the terror group,,
0,;Always keep this in mind... #FoodForThought @ Rape Trail https://t.co/3LqmBIMxdg,,
0,";To combat gun violence we need a ""50 state solution"" oppose to a state-by-state approach @GovPeterShumlin #POLGovs",,
0,;Final piece of training this morning,,
0,;20 cal assault bike,,
0,;40 chest to bar,,
0,;#12laboursÉ?? https://t.co/oEouRLbStB,,
-0.075,;Story made barely a bleep here in the US media: BBC News - Ankara blast: Turkey accuses Syria Kurds of deadly attack https://t.co/Dhn5sV4QpZ,,
0,;A1946 [Engross] Adds cyber-harassment to the domestic violence statutes. https://t.co/GieYIJglCW,,
0,";A156 [Engross] Expands crime of invasion of privacy to include ""upskirting""; photographing or filming the image o... https://t.co/hQlzUVAsqe",,
0,;@DAT_TRUTH cause they feel neto can guard but he doesn't attack them on offense so...yea,,
0.45,;Important 2 id tactics how 2 prevent sexual violence as strategy @AmbCathyRussell @NiAolainF #ThinkGender @IRIglobal https://t.co/786MyQTG7Z,,
0,";A1635 [Engross] Authorizes wiretap orders for investigation of luring or enticing a child, identity theft, stalki... https://t.co/Vxt0fW8Eu3",,
0.090909091,";We got a lil saucy last night @freak_murder @nycbully1 @jermaine2eight1 @ New York, New York https://t.co/6qZI7vHlcp",,
0.136363636,";It's a New York Robbery.FYL. 20g, @nems_fyl, #newyorkcity, #madeinusa, #custommade,É?? https://t.co/cya8n0ALWD",,
0,;B21-0617 [Enroll] Crime Scene Investigator Hiring Clarification Emergency Amendment Act Of 2016 https://t.co/3txi3P4ddA,,
0,;B21-0617 [Enroll] Crime Scene Investigator Hiring Clarification Emergency Amendment Act Of 2016 https://t.co/3txi3P4ddA,,
0.1,;Stop living in financial #fear -- make real #money selling #silver and #gold online https://t.co/w7gJE4VoEG #terror https://t.co/gteZtl7AJj,,
0.172222222,";Day 5 of this week's Assault Athlete Program! Better get your sequences down, this one is aÉ?? https://t.co/gE7Psrthbm",,
0.366666667,";Check out ""Biff / Premeditated Murder In Tha 1$t Degree / Clean version"" by Biff - https://t.co/PuaoB4Uis7",,
0.241666667,;@jota331 @France24_en Brown Power fascists don't usually come to conflict with a mature perspective or resolve. Drug rape is more their styl,,
0.6,;Good luck to my favorite partner in crime at your audition today.É?? https://t.co/w8FnWquzYk,,
0,;Fuel up for your Friday night shenanigans with a Mac Attack???ù,,
0,;,,
0,;#bbq #eatinct #cteats #madeinctÉ?? https://t.co/NxPaTH6fvT,,
0.075,;Funny how encryption debate devoid of fp analysis. NPR asks pro privacy person about terror threat -- while US gov backs jihadis in Syria.,,
0.328787879,;S1557 [NEW] Provides full forfeiture of pension of elected or appointed official convicted of any crime touching ... https://t.co/zofcv477a8,,
-0.125,";Other on 7300 BLOCK OF KRUME CT, Raleigh, NC (via https://t.co/ClB2sZWs13): Larceny/All Other https://t.co/tRc8zfL1x6",,
-0.2,;Two doodles were shot dead during  a burglary in the town of Florida. This morning @CBS6Albany the hunt for suspects https://t.co/koglIHPjI0,,
0.3125,;Get your tickets NOW to help me fight domestic violence and sexual assault! ,,
0,;,,
0,;I'll be performingÉ?? https://t.co/iIHe3zpdoM,,
0.068181818,;A2813 [NEW] Requires persons to report incidents of domestic violence to law enforcement and makes it a disorderl... https://t.co/GAZX3JAmFa,,
0,;Im a Christian but even I know that the Koran teaches peace. It was Muslims that helped Jews 2 escape terror yet the news doesnt tell u that,,
0.05,;It is the news that fuels the false belief that Blacks commit more crime but u can go2 https://t.co/5CB2JOaU2n 2 know that it is untrue,,
-0.391666667,;I thought Bdsm stood for Big dumb stupid murder ???? cause they be bout to kill somebody @ BrooklynÉ?? https://t.co/6ewPXSvvy9,,
-0.05,";Arrest on 1600 BLOCK OF SPRING GARDEN ST, Greensboro, 27403, NC (via https://t.co/8tyBzMmy5n): ASSAULT WITH DEADL https://t.co/YmEFWG0T62",,
-0.05,";Arrest on 600 BLOCK OF MARTIN LUTHER KING JR DR, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): HIT AND RU... https://t.co/rqrG5NStnu",,
-0.275,";Arrest on 600 BLOCK OF MARTIN LUTHER KING JR DR, Greensboro, 27406, NC (via https://t.co/8tyBzMmy5n): FAIL TO APPEAR https://t.co/Sjg5dD5oSm",,
-0.183333333,";Arrest on S HOLDEN RD, Greensboro, 27403, NC (via https://t.co/8tyBzMmy5n): FAILURE TO APPEAR https://t.co/SulE4zufOG",,
-0.05,";Arrest on S HOLDEN RD, Greensboro, 27403, NC (via https://t.co/8tyBzMmy5n): DRIVING WHILE IMPAIRED https://t.co/6VkRYXKZC9",,
0.133549784,;A2991 [NEW] Requires Attorney General to provide identity theft passport to certain victims of identity theft. https://t.co/YJcGXWx99h,,
0,;PR21-0565 [Passed] Crime Scene Investigator Hiring Clarification Emergency Declaration Resolution Of 2016 https://t.co/3gTbjS56D8,,
0.5,;A1957 [Engross] Expands the Address Confidentiality Program to include victims of sexual assault and stalking. https://t.co/06dkyP7mKt,,
0,;@SadeABC @billritter7 This city has exploded with crime.,,
0.25,";I love that on TV, people only use the gift of heightened intellect to solve crime.",,
0,;@DarlaMiles7 @LoriStokes7 @SadeABC @ShirleenAllicot @ToniYates7 What's not mentioned is what set that attack off to beigin with.,,
0,";#DearAndy,",,
0,";I remember my dreams, but I can't make sense of them. The senseless violence, whereÉ?? https://t.co/V2r4LqKW58",,
0,;https://t.co/cQQUgKfAPQ @DarlaMiles7 @LoriStokes7 @SadeABC @ToniYates7 @CommissBratton Why?There's no patrolling of buses anywhere. Nada!,,
0,;Drinking a Sneak Attack by @21stAmendment @ Miss You Paul É?? https://t.co/mwnlmU3QMc,,
0,;Retail Theft  https://t.co/vzfZ2zDyMP,,
0,;Retail Theft  https://t.co/Ubwt6xA71u,,
-0.129166667,;Missing my partner in crime a little extra today #wereinlove @É?? https://t.co/osNf2Vf8TQ,,
1,;Just wonderful. - Drinking  The Corruption by @dcbrau at @vanmetrehomesva  É?? https://t.co/TJ8VuGkNET #photo,,
-0.451851852,;Survived another assault in down town Salem. Soooo... Chicken wings (@ BonChon Chicken Downtown Salem Massachusetts) https://t.co/7kMOFpm61G,,
0,;Two @hcrossmlax attack men celebrate a goal from last week's matchup with @pcfriarslax. #laxÉ?? https://t.co/qLAsr43Pq2,,
0.25,;Snack attack! Healthy snacks and tea to get your weekend going #local #organic #plantstrongÉ?? https://t.co/CFch2EPf7H,,
0,;#TBT to our moment of terror at #KennywoodPhantomFrightNights @ Kennywood Park https://t.co/UZU0Mggye5,,
-0.1,;Alleged Bloods gang member arrested in Dorchester after armed robbery in Everett https://t.co/J757QEMn9A,,
-0.2,;Watch the intro cinematic for the Attack on Titan video game  https://t.co/Wk142JG2ue,,
0.25,;First time in Brewerytown??çØ (@ Crime ,"amp; Punishment Brewing Co. - @candpbrewingco in Philadelphia, PA) https://t.co/dyFe7KgF3p",
0,;Drinking an Unprovoked Toy Chainsaw Attack by @mckenziebrew at @mckenziebrew É?? https://t.co/0xbEZ3RhW8,,
0,";The Revenant - because what's a week ""in the woods"" without seeing a bear attack?? (@ Paramount Theatre) https://t.co/7zkX2o5ocl",,
0.4,";GN............TOMORROW NIGHT FREE FREE B-4-1.30AM,,,,,,,foreignaccent terror_tÉ?? https://t.co/fba2abH6if",,
-0.09375,;@Pontifex you're not a Christian if you molest little boys ,amp; or cover that crime up...check yourself,
0,;In my city all you see is murder and ain't nobody seen it but everybody heard it,,
-0.35,";@HarryBallzak1 @Janella_Dubois she called out stupid maniac Kanye on her work/murder twitter, what a time to be alive",,
-0.3,;Well I was late for my training so my partner in crime who was scheduled after me- let me trainÉ?? https://t.co/iKtkCG9Vg0,,
0,;Celebrating #nationaldrinkwineday with my partner in crimeÉ?? https://t.co/hsBFZJX8ZX,,
0.090909091,";SJR38 [NEW] Establishes the ""New Jersey State Commission on Urban Violence."" https://t.co/5pNb8uHRsy",,
1,;A great saison! - Drinking a Sneak Attack by @21stAmendment at @grain_grape  É?? https://t.co/yAA25ycr5r,,
